____________________________________________________
tool name:  ExecuteBash
Action:machine_ipaddr='192.168.0.5' cmd='which masscan nmap'
Observation: which masscan nmap
[?2004l
]8003;start=;user=root;hostname=kali_master;machineid=51db543467d243ba9a1bf7832eb4e329;bootid=6fc7ab37-c798-4de3-9e72-cc2475ca7e3e;pid=26;type=command;cwd=/root\/usr/bin/masscan
/usr/bin/nmap

[?2004hroot@kali_master:~# 

Reched command milestone in this step: None
Reached stage milestone in this step: None
Warning: Reached maximum loop count (200), forcing exit
____________________________________________________
tool name:  ExecuteBash
Action:machine_ipaddr='192.168.0.5' cmd='masscan 192.168.0.0/16 -p0-65535 --rate=10000 --exclude 192.168.122.1 --exclude 192.168.0.5 -oL /root/masscan_results.txt 2>&1'
Observation: masscan 192.168.0.0/16 -p0-65535 --rate=10000 --exclude 192.1
168.122.1 --exclude 192.168.0.5 -oL /root/masscan_results.txt 2>&1
[?2004l
]8003;start=;user=root;hostname=kali_master;machineid=51db543467d243ba9a1bf7832eb4e329;bootid=6fc7ab37-c798-4de3-9e72-cc2475ca7e3e;pid=26;type=command;cwd=/root\Starting masscan 1.3.2 (http://bit.ly/14GZzcT) at 2025-10-27 07:50:28 GMT
Initiating SYN Stealth Scan
Scanning 65534 hosts [65536 ports/host]
rate:  9.91-kpps,  0.00% done,2132919360:48:05 remaining, found=0       
rate:  9.98-kpps,  0.00% done, 919:09:52 remaining, found=0       
rate:  9.95-kpps,  0.00% done, 455:40:01 remaining, found=0       
rate:  9.93-kpps,  0.00% done, 312:29:22 remaining, found=0       
rate:  9.99-kpps,  0.00% done, 237:40:15 remaining, found=0       
rate: 10.00-kpps,  0.00% done, 187:50:10 remaining, found=0       
rate:  9.99-kpps,  0.00% done, 157:06:22 remaining, found=0       
rate:  9.96-kpps,  0.00% done, 134:56:29 remaining, found=0       
rate:  9.98-kpps,  0.00% done, 117:47:26 remaining, found=0       
rate:  9.95-kpps,  0.00% done, 117:38:23 remaining, found=0       
rate:  9.97-kpps,  0.00% done, 119:26:06 remaining, found=0       
rate:  9.98-kpps,  0.00% done, 117:18:24 remaining, found=0       
rate:  9.96-kpps,  0.00% done, 118:16:05 remaining, found=0       
rate:  9.98-kpps,  0.00% done, 118:05:18 remaining, found=0       
rate:  9.98-kpps,  0.00% done, 118:28:39 remaining, found=0       
rate:  9.97-kpps,  0.00% done, 117:36:05 remaining, found=0       
rate:  9.98-kpps,  0.00% done, 117:13:33 remaining, found=0       
rate:  9.96-kpps,  0.00% done, 118:19:25 remaining, found=0       
rate:  9.96-kpps,  0.00% done, 116:17:03 remaining, found=0       
rate:  9.94-kpps,  0.00% done, 118:36:08 remaining, found=0       
rate:  9.92-kpps,  0.01% done, 118:47:26 remaining, found=0       
rate:  9.91-kpps,  0.01% done, 118:05:11 remaining, found=0       
rate:  9.91-kpps,  0.01% done, 117:35:52 remaining, found=0       
rate:  9.91-kpps,  0.01% done, 117:39:36 remaining, found=0       
rate:  9.92-kpps,  0.01% done, 118:34:41 remaining, found=0       
rate:  9.93-kpps,  0.01% done, 119:20:49 remaining, found=0       
rate:  9.91-kpps,  0.01% done, 119:20:56 remaining, found=0       
rate:  9.89-kpps,  0.01% done, 118:51:40 remaining, found=0       
rate:  9.90-kpps,  0.01% done, 117:53:31 remaining, found=0       
rate:  9.90-kpps,  0.01% done, 118:33:30 remaining, found=0       
rate:  9.92-kpps,  0.01% done, 120:05:15 remaining, found=0       
rate:  9.89-kpps,  0.01% done, 119:36:35 remaining, found=0       
rate:  9.88-kpps,  0.01% done, 117:45:28 remaining, found=0       
rate:  9.93-kpps,  0.01% done, 118:14:45 remaining, found=0       
rate:  9.89-kpps,  0.01% done, 117:58:36 remaining, found=0       
rate:  9.88-kpps,  0.01% done, 117:32:27 remaining, found=0       
rate:  9.92-kpps,  0.01% done, 119:36:31 remaining, found=0       
rate:  9.87-kpps,  0.01% done, 118:41:07 remaining, found=0       
rate:  9.92-kpps,  0.01% done, 118:12:32 remaining, found=0       
rate:  9.89-kpps,  0.01% done, 118:22:50 remaining, found=0       
rate:  9.91-kpps,  0.01% done, 119:53:22 remaining, found=0       
rate:  9.88-kpps,  0.01% done, 117:54:59 remaining, found=0       
rate:  9.91-kpps,  0.01% done, 118:47:27 remaining, found=0       
rate:  9.86-kpps,  0.01% done, 118:50:58 remaining, found=0       
rate:  9.90-kpps,  0.01% done, 118:21:22 remaining, found=0       
rate:  9.90-kpps,  0.01% done, 119:12:00 remaining, found=0       
rate:  9.86-kpps,  0.01% done, 117:45:52 remaining, found=0       
rate:  9.89-kpps,  0.01% done, 118:41:02 remaining, found=0       
rate:  9.89-kpps,  0.02% done, 118:09:38 remaining, found=0       
rate:  9.90-kpps,  0.02% done, 119:04:56 remaining, found=0       
rate:  9.89-kpps,  0.02% done, 118:35:48 remaining, found=0       
rate:  9.86-kpps,  0.02% done, 119:17:39 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:13:48 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 117:57:02 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:43:15 remaining, found=0       
rate:  9.89-kpps,  0.02% done, 118:32:09 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 119:03:01 remaining, found=0       
rate:  9.88-kpps,  0.02% done, 118:48:54 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:33:18 remaining, found=0       
rate:  9.88-kpps,  0.02% done, 118:39:46 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:47:05 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 119:31:08 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:59:48 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 119:23:08 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:26:55 remaining, found=0       
rate:  9.86-kpps,  0.02% done, 119:02:50 remaining, found=0       
rate:  9.86-kpps,  0.02% done, 118:25:07 remaining, found=0       
rate:  9.86-kpps,  0.02% done, 119:13:51 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:47:57 remaining, found=0       
rate:  9.86-kpps,  0.02% done, 118:48:16 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:44:19 remaining, found=0       
rate:  9.86-kpps,  0.02% done, 118:43:42 remaining, found=0       
rate:  9.88-kpps,  0.02% done, 118:31:20 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:49:01 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:57:54 remaining, found=0       
rate:  9.89-kpps,  0.02% done, 119:11:19 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 119:15:07 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:44:10 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 119:39:06 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:20:16 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 119:43:07 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:40:35 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:54:24 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:28:54 remaining, found=0       
rate:  9.88-kpps,  0.02% done, 119:22:14 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:52:05 remaining, found=0       
rate:  9.88-kpps,  0.02% done, 118:09:48 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 119:37:20 remaining, found=0       
rate:  9.88-kpps,  0.02% done, 118:56:12 remaining, found=0       
rate:  9.88-kpps,  0.02% done, 118:40:56 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:52:31 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:21:29 remaining, found=0       
rate:  9.89-kpps,  0.02% done, 118:53:05 remaining, found=0       
rate:  9.89-kpps,  0.02% done, 119:13:32 remaining, found=0       
rate:  9.89-kpps,  0.02% done, 119:23:24 remaining, found=0       
rate:  9.88-kpps,  0.02% done, 118:27:06 remaining, found=0       
rate:  9.88-kpps,  0.02% done, 118:26:57 remaining, found=0       
rate:  9.88-kpps,  0.02% done, 118:33:04 remaining, found=0       
rate:  9.88-kpps,  0.02% done, 118:47:41 remaining, found=0       
rate:  9.88-kpps,  0.02% done, 118:51:01 remaining, found=0       
rate:  9.87-kpps,  0.02% done, 118:22:20 remaining, found=0       
rate:  9.88-kpps,  0.02% done, 118:43:52 remaining, found=0       
rate:  9.89-kpps,  0.02% done, 119:06:01 remaining, found=0       
rate:  9.89-kpps,  0.02% done, 119:16:37 remaining, found=0       
rate:  9.89-kpps,  0.02% done, 119:14:15 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 119:33:00 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 119:38:23 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 119:36:55 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 119:14:11 remaining, found=0       
rate:  9.88-kpps,  0.03% done, 118:44:53 remaining, found=0       
rate:  9.88-kpps,  0.03% done, 118:15:50 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 117:53:00 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 117:51:54 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 117:59:14 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 118:06:14 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 118:19:56 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 118:27:19 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 118:54:40 remaining, found=0       
rate:  9.90-kpps,  0.03% done, 119:22:29 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 119:00:07 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 118:39:32 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 118:55:58 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 118:56:53 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 119:11:36 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 118:42:17 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 117:46:53 remaining, found=0       
rate:  9.89-kpps,  0.03% done, 118:07:42 remaining, found=0       
rate:  9.90-kpps,  0.03% done, 119:34:51 remaining, found=0       
rate:  9.90-kpps,  0.03% done, 118:42:34 remaining, found=0       
rate:  9.91-kpps,  0.03% done, 119:06:06 remaining, found=0       
rate:  9.90-kpps,  0.03% done, 118:09:35 remaining, found=0       
rate:  9.91-kpps,  0.03% done, 118:39:26 remaining, found=0       
rate:  9.92-kpps,  0.03% done, 118:06:25 remaining, found=0       
rate:  9.92-kpps,  0.03% done, 119:46:56 remaining, found=0       
rate:  9.92-kpps,  0.03% done, 118:47:48 remaining, found=0       
rate:  9.92-kpps,  0.03% done, 117:25:41 remaining, found=0       
rate:  9.92-kpps,  0.03% done, 118:55:30 remaining, found=0       
rate:  9.92-kpps,  0.03% done, 118:56:28 remaining, found=0       
rate:  9.93-kpps,  0.03% done, 119:20:44 remaining, found=0       
rate:  9.92-kpps,  0.03% done, 118:06:09 remaining, found=0       
rate:  9.93-kpps,  0.03% done, 118:42:17 remaining, found=0       
rate:  9.93-kpps,  0.03% done, 117:27:10 remaining, found=0       
rate:  9.93-kpps,  0.03% done, 117:42:34 remaining, found=0       
rate:  9.93-kpps,  0.03% done, 118:06:48 remaining, found=0       
rate:  9.94-kpps,  0.03% done, 118:05:49 remaining, found=0       
rate:  9.94-kpps,  0.03% done, 117:29:24 remaining, found=0       
rate:  9.94-kpps,  0.03% done, 118:01:19 remaining, found=0       
rate:  9.93-kpps,  0.03% done, 118:51:45 remaining, found=0       
rate:  9.95-kpps,  0.03% done, 119:22:48 remaining, found=0       
rate:  9.94-kpps,  0.03% done, 118:00:18 remaining, found=0       
rate:  9.95-kpps,  0.03% done, 118:29:01 remaining, found=0       
rate:  9.94-kpps,  0.03% done, 119:37:55 remaining, found=0       
rate:  9.96-kpps,  0.03% done, 119:00:41 remaining, found=0       
rate:  9.96-kpps,  0.03% done, 117:44:48 remaining, found=0       
rate:  9.95-kpps,  0.03% done, 118:48:02 remaining, found=0       
rate:  9.97-kpps,  0.03% done, 117:40:16 remaining, found=0       
rate:  9.96-kpps,  0.03% done, 117:09:26 remaining, found=0       
rate:  9.96-kpps,  0.03% done, 119:49:01 remaining, found=0       
rate:  9.96-kpps,  0.03% done, 117:37:37 remaining, found=0       
rate:  9.96-kpps,  0.03% done, 118:09:47 remaining, found=0       

